content,score
"pengriman cpt si, tapi kenapa sering ke logout sendiri dah?? mana gabisa login ulang padahal nomer+pw udah bener. bahkan ud ngirim otp ke wa masuk tapi ttp gabisa login anehh. perbaiki tolong eman bgtt alfa dpt apk begini🥺",2
"udah ok, cuma sangat di sayangkan gak nyetok isi ulang gas elpiji yang 5,5kg. nyetok dong",4
"sebenarnya bagus,, cuma klaw ps promo kita gx boleh ambil, krna diambil anak toko sendiri, pdhal klaw di co msih bisa,, cuma nnti jwbannya alasan seribu kata malas debat jg",5
g membantu sama sekali.. sdh berapa kali order lwt ni apk.. lama banget pengantaran..terakhir order siang sampe larut nalam nggk datang2... bukan membantu malah bikin repot menunggu...,1
pembatalan pesanan secara sepihak,1
Napa masalah trus akun saya yg nama Maria Magdalena Silalahi ini.pusing tolonglah jangan buat susah,2
"kurir tidak profesional, ga sampai diantar ke rumah malah ditinggal pergi lagi",1
"sudah 2 minggu setelah pesanan dibatalkan dan dananya belum dikembalikan. katanya sdh di titik dilihat keluar tdk ada kurir, jd bingung di titik mana?kurir sblmx bs sampe kok ini nda bs? pokoknya untuk pengembalian dananya lamaaaaaaa.....",1
"bagus banget, pengiriman cepat gratis ongkir",5
"pengiriman dari gudang terlalu lama malah kadang ada yg datangnya melebihi estimasi, ga ada garansi tepat waktu lagi jadinya gudangnya bebas kapan aja nganter nya",2
"Akun baru di buat belum 1bulan dan akun ditutup maksudnya apa coba,kalau gak niat buat ya gak usah buat,aku kirim email malah tdk terkirim via aplikasi,ini akun dibuatkan kasir Alfamart bawa KTP asli",1
"pesanan okee, tp kurang pantauan di kurir, pesanan belum diterima tp kurir konfirmasi kalau pesanan sudah diterima kan aneh, foto yg dipake juga gatau foto siapa",2
sulit untuk daftarrr,1
aku ku kok tiba2 ditutup kenapa ya?,3
mudah di gunakan,5
"mau beri bintang 5 tp notif promonya tidak bisa di matikan terpisah. sangat mengecewakan, berasa papan iklan berjalan. tolong, beri kami opsi untuk mematikam notif promo. karena kami butuh notif transaksi",2
lemotnya bikin tepok jidat,1
maaf saya kan sering belanja di apk ini ko sekarang tiba hampir semua produk nya PDA udh gada di area sih ktanya produk tidak tersedia di area anda aneh pdhal aku sering beli kalo kosong kan pasti tulisan nya stock kosong itu kenapa ya?,4
bagus bangett,5
"kenapa apk ini tidak bisa dibukak ya,kalo buka apk ini malah gak bisa🙏🤔",3
luar biasa,5
"cara cari alfamart terdekat bagaimana? barang distock kosong, waktu ke alfa langsung barang masih banyak",1
mantapp,5
aplikasi gak bisa dibukan di android 15 selalu froce close,1
apalah kalo cod gak bisa di batalin . apa lagi ini udah mau leberan eh udah pesen dari kemaren kemaren tiba² ada notif pengirimannya libur . dan di kirim tanggal 2 april kan lucukita beli buat lebaran eh dikirimnya selesai lebaran. gak ridho gw njir lah udah buang² waktu pesen dan gk bisa di cancel,1
ngebantu bangett dan banyak promo,5
"coba"" ikuti ivent kotak misterius ternyata ga sesuai kemudian dpt kupon voucher sy coba redem ga muncul"" kodeny mana minta verikasi terus ke buang de duit 60rb tolong ya balikin duit sy",1
"jujur yak. belanja d sini emg enak, lebih mudah dan praktis apalagi free ongkir, tpi kalau kita pesan 2barang yang sma pasti 1barang lgi di kasih yang waktu nya tinggal dikit + barang yg lama. jdi pelajaran aja kalau mau beli beli lgi. udh berapa x sih belanja d sini dan 2 hari ini di kasih barang yang agak kusam + penyot.",3
"kenapa akun saya ditutup ..??? padahal sering transaksi dan masih saya pakai. sudah hubungi email sahabat alfamart tp tidak ada tanggapan. hubungi via applikasi gagal terus. Btw, saya gk main medsos IG dan sejenisnya.",2
"suruh aktifin gps , pas di aktifin pejet pejet terus ga bisa bisa blog",1
kualitas jelek banget uuuuuuu,1
ribet mau daftarnya susah padahal saya mau beli bukan mau minjem,1
ada masalah di pendaftaran nya loading verifikasi nya lama bnget,1
"skrg malah bnyk barang yg tdk trsedia d area anda,padahal sblmnya itu adalah blanjaan rutin sy.gak ngrti knp jd kek gitu,lama-lama uninstal jg d aplikasi.",1
bagus bagus,5
jelek banget baru coba pembelian yang pakai pengiriman sudah bayar tapi diaplikasi masih nunggu pembayaran,1
"barang sering ada yg tertinggal, ketelitian di setiap tokonya kurang bgt. thanks banget udah bikin saya rugi berkali-kali :)",1
Mau belanja tukar poin susah. Sudah belanja tapi tidak dapat poin katanya member sudah dimasukkan.,1
tidak bisa berkata kata,2
"setelah update aplikasi tidak bisa digunakan untuk membeli, karena semua barang tidak tersedia alias tidak ada stok.",1
kenapa di hp google pixel 7a gak bisa dibuka ?,1
"cek setruk belanja pun susah ,,ada d sbelah mna x,,,",1
"kocak, pas gw mau simpan S&K apk ini malah gk bisa",1
"setiap belanja agak banyakan dikit, mesti ada aja barang yang kurang, atau salah, saya sudah 4x barang nya kurang, dan 3x barang yang di pesan salah, gak tau kurang teliti, atau memang ada main curang, karna bukan sekali dua kali kayak gini.",2
"aplikasi yg bikin kesal jengkel dan emosi. 1. logout sendiri, masuk lupa sandi. 2. sortir belanja, halaman entah bergeser kemana. 3. tebus murah/bonus PHP, krna habis,berubah,stok gudang. 4. merubah rincian belanja.... eh.hilang semua yg dikeranjang. ini ahli IT nya udah lulus kuliah belum?",1
"saya protes dan kritik keras. saya pesan alfagif delivery, tp toko sepihak lakukan konfirmasi ditrima, padahal brg belum sampe alamat, lalu alfagif JANGAN RAHASIAKAN nomor kontak di alamat tujuan di tampilan alfagif toko, gara2 nomer kontak gk liatan saya ribut sama kurir toko nya. krn mereka gk bisa antar paket tepat waktu. jd saya katakan lagi JANGAN SEMBUNYIKAN nomor kontak alamat konsumen di alfagif , supaya kurir mudah hubungi konsumen. seperti sopi atau tokped TIDAK SEMBUNYIKAN NO KONTAK.",1
ok banget ❤️,5
"pengiriman terlalu lama,",1
"pelayanan yang benar² buruk, setiap kali saya belanja non COD pasti dikirim nya setelah lewat satu hari, atau nunggu saya komplen dulu, padahal diopsinya saya pilih ""satu jam setelah pembayaran"" tpi dikirimnya satu hari setelah pembayaran, bahkan pernah 2 hari baru dikirim",1
"parah bgt ini, mau belanja online karena lagi ga bisa keluar. tapi apk nya error' masa ga bisa masukin produk ke keranjang lah gimana mau belanja klo kyk gini?? masa cm beli 1 produk doang. kan saya mau beli kebutuhan yg lain jga. udh protes ke email nya tp belum ada tanggapan.",1
"kk knp y alfagif sy TDK bs d buka..pas ganti hp jd g bs d buka,pdhal sebelum nya pas pake hp sebelum nya lancar2 saja",5
"Cara ngasih bintang satu di Tokonya gmn sih. Gk bisa ya. Yaudah, di apk nya aja sy kasih bintang satu biar jadi atensi. Tolonglah di cek Toko KSB TAWANGSARI. Setiap kali melakukan pemesanan selalu diselesaikan dulu sebelum dikirim. Kalo COD sih sabodo teuing. Barang datang dibayar, barang gk datang yawdah gk papa gk rugi duit juga. Kalo modelnya bayar duluan, tp barang blm dikirim tp udah diselesaikan sama kurirnya yg ada bikin khawatir pembeli lah. Tolong itu kurir kurir nya di training ulang y",1
"mohon diperbaiki lagi, masak saya buka lag terus prosesnya lama lagi. sinyal bagus, hp mahal lagi.",3
skarang poin susah di gunain ga kyk dulu2 bisa kepotong saat belanja klo skrng numpuk banyak g bsa d gunakan,2
"turunin bintangnya,soalnya ga bisa bayar pake koin shopee.. loading trus",2
"Sejauh ini udah oke walau masih belum merasakan benefit nya, palingan tinggal fitur login cuma bisa di 1 device diubah jadi bisa login di device lain minimal 3 lah soalnya repot juga kalo kita ganti hp harus login-login dulu, overall not bad lah.",3
"order jam 8 malam dikirim setengah 10 malam di chat engga ada balesan sama sekali , tiba-tiba chat sudah sampai titik lokasi padahal tidak ada siapa-siapa chat sudah sampai titik lokasi jam 21.54 tiba-tiba 21.56 status pesanan jadi pengiriman tertunda dengan keterangan ""pembeli tidak dapat di hubungi"" yang susah dihubungi kan pihak alfagift kenapa jadi pelangan yang salah aplikasi apaan si ini astaga , dihubungi untuk tanya pesanan saja susah sekali padahal sudah bayar transfer",1
"Gak bisa login akun ditutup, mengrim keluhan pun gak bisa. semakin jelek di update.",1
karena pesan melalui alfagift dichat atau telpon tidak direspon pesanan saya menunggu sampai 2 jam lebih tidak sampai padahal pembayaran telah selesai melalui e wallet.terus mau dicancel tidak bisa !!!,1
Vochernya bohong... sebelum beli mohon cek dulu bagian jumlah... hitung lagi jumlah yang akan di bayar + kurangin diskon / voucher ... kenakalan penjual terletak penotalan / jumlah 2x lbih dari harganya...,1
sangat membantu,5
"Kecewa, beli lewat aplikasi biar gak ke habisan Dateng ke toko malah habis kacau. Harusnya kalau udh pesan tuh di simpen kan udh bayar juga. bukan bayar pas Dateng ke toko kecuali barang kaya ice cream atau Frozen food. capek"" jalan ke toko tapi barang gak ada padahal jeda dari pembayaran belum terlalu lama trs atur pengambilan juga kurang dari 30 menit setelah pembayaran. kalo emng produk kosong nonaktifkan dong 🤦",2
pin udah benar. di komputer kasir masih salah. ubah pin dari petunjuk kasir email nya lambat masuk. tolong donk do perbaiki dulu sistem nya. percuma jadi member kalau gini cerita nya,1
"Kenapa saya tidak bisa daftar ya? selalu servernya bermasalah, ada salah input atau bagaimana ya?",1
"praktis tinggal pesen, dianter",5
pesenan sy kurang 1 tp gabisa chat :',1
Td belanja 100rb tp ga ada masuk point nya,1
bagus,4
"lumayan bagus sih,sangat membantu,cuma lelet aja apk nya lemot,tolong dong di perbarui biar ga lemot,,untuk fitur2 nya bagus banget",4
"Sebenarnya aplikasi ini bagus jika tokonya juga melakukan pelayanan yg baik. Entah kenapa pelayanan pengiriman di daerah saya sangat lama sekali, padahal jarak rumah dan toko tidak terlalu jauh.",2
akun diblokir sepihak padahl belanja ya karena kebutuhan,1
"apk ini memang mudah untuk membantu, tp saya mesen barang milih opsi yg 1 jam setelah pembayaran, tp sama sekali belum dikirim, pdhl diapk nya proses trus, ini gmn y??",2
"kenapa akun saya gak bisa login min, katanya sudah dihapus toko",2
"pemaksaan centang -> penggunaan data pribadi untuk kepentingan pengiriman pesan yang dipersonalisasi, materi promosi, berita dan informasi",1
Asik untuk berbelanja,5
"gak bisa masuk aplikasi, aneh gagal terus",1
"suruh buat member kok member dah jadi malah di tutup,maunya apa",1
sebaiknya kalo buat layanan antr paket itu konfirmasi lewat WA saja... karena bilang otw sejam blm tentu datang dan notif pesan dan panggilan di alfagift tdk muncul di notif HP masa sejam suruh pantengin alfagift terus mana bilang otw mau ke kamar mandi d tunda kirain bakal dateng. klo g kepepet beli obat dn tdk ada kendaraan sy gkakn psn di alfagift. kasian kurir kasian pula yg nunggu bnr2 butuh barangnya juga krn sistemnya gk canggih. pasti karyawan pengantar salah paham saling slh paham!!!!,1
"alfa gimana kalo ngga ada barang konfir dulu lah masa di balikin ngga pake struk + di balikin sesuai harga barang yang udah di diskon lagi, percuma dong belanja banyak",1
"Sekarang le minerale galon 15 liter ga pernah ready di aplikasi, padahal di tokonya ready, jadi ga masukk",3
"Prasaan dulu bisa pilih mau diambil sendiri ditoko atau diantar. Tapi kenapa sekarang cuma bisa diantar ya. dan lagi, pesan dengan pengiriman maksimal 1 jam setelah pembayaran malah ini lebih dari 2 jam, dan alasannya dari dulu selalu over load, aneh. kalau bisa kasih kontak kurirnya, jangan cuma bisa chat sama pihak toko. sebenernya adanya aplikasi alfagift buat apa sih, membantu jika pelanggan butuh cepat dan terdesak atau gimana?",1
ini aplikasi gmna eror ga muncul menu pembayaran pas mau bayar hadeuh........ parah,3
"ga jelas, account saya di tutup tanpa sebab.. mau di pake belanja delivery tiba tiba dah ga bisa lagi, dah buat laporan tapi tidak ada respon..",1
mantap bos 👍👍 Alfamart,5
alamat saya gk ter-cover 😭😭😭😭😭 padahal jarak nya 15 mnt an ajh jadi ada aplikasi ini tp gk ke pakek😭😭😭,1
"tidak bisa dibuka di google pixel, android 15. mungkin bisa diperbaiki.",3
ok nya,5
"pengiriman lama, tidak sesuai dengan jam kirimnya sudah beberapa kali begini dan tidak ada konfirmasi apa apa kalo mau di kirim lambat",1
kok minggu2 ini aplikasi alfa gift rusak ya? kok tiap mau pesen barang harus instal dlu baru bisa di buka. mohon bantuannya admin,2
"Bagus si,cuman pelayanan alfagift sukaluyu Selajambe cianjur aja yg lelet.. respon nya gak bagus gak gercep Seperti yg lain.. ... terimakasih",2
selalu bnyk promo.. tp selalu hbs blum jg sehari dr mulai promo nya 😜😜 ngak niat ngasih promo..,5
"saya kesal dengan aplikasi ini, saya sudah bayar tapi status pemesanan msh di bilang belum dn menunggu pembayaran,dan setelah dua jam berlalu pesanan di batalkan tapi duit saya tidak kembali, tolong kembalikan uang saya",1
"masak baru sebulan bikin akun, cmn buat cek harga promo, dibanned akun saya, lapor via email, gak ada tanggapan, aplikasi macam apa ini gak guna (n)",1
aduh makanan kadaluarsa ga dicek.saya beli sambal merek lee kum kee rasanya kecut bau menyengat..masa baru dibuka rasanya bikin mual,1
"pengiriman barangnya sangat lama sekali, ga cocok buat orang yang beli barang di alfagift lagi terburu buru untuk pakai atau urgent. pelayanan alfagift mines banget, kurirnya lama bisa sampai 2 jam gimana sih alfagift niat buat aplikasi pengantar barang gasih kalau lama gini, customer jadi kecewa",1
"terimakasih banyak untuk mas mas Alfa yang Uda nganter nganter pesanan saya, saya sangat terbantu sekali sama aplikasi ini, karyawannya totalitas baik2 sekali semoga rejekinya semakin lancar semoga Alfamart bisa mensejahterakan karyawannya tanpa terkecuali, loveeee sekebon kebon untuk alfagift terimakasih banyak 🥰",5
tolong aktifkan lagi fitur cod nya,3
"Beberapa toko pelayanannya gk banget... diprosesnya sampe hampir 1 setengah jam, waktu pengantarannya jga lama padahal jaraknya cuma 2 km dari alamat saya tp sejam lebih gak nyempe2 🥲, padahal di beberapa toko lain pelayanannya cepet banget loh bahkan satu jam dari pembayaran udh dateng 🙏",1
"Padahal sudah bagus,sayangnya tidak bisa diperbarui,😟,hpnya tidak kompatibel katanyA😤",3
"kalo bisa jangan keluarkan dari login , bingung gak bisa dibuka lagi aplikasi alfagift nya",2
👍,5
"best banget apk nya, fast respon, pengiriman cepet, kalo mager beli aja di alfagift, free ongkir mau belanja brpa aja",5
Baik dan sangat membatu pelanggan alfamart,5
setiap belanja karna kita sudah ada akun alfagift ini kata kasir nya sllu bilang struk maauk langsung ke aplikasih tiba di cek susah nyarinya.. kita cari tau caranya di internet dikash petunjuk masuk dr akun klik trus pilih riwayat pesanan.. tapi tiba di cari tidak ada tulisan trsebut.. g aplikasih g yg jaga sllu memain kan struk blnjaan... g tau apa maksudnya!!,1
"pesanan ga dianter, ribet bgt harus pake nanya2 alamat sama nomor hp. padahal semuanya udah tertera jelas di aplikasi. mana refund nya lama bgt",1
aplikasi gak bisa di buka setelah update,1
"Coba aja alfamart ada jual , segala cabe , baput bamer dll jadi enak belanjanya , ada juga jual ikan laut sama ikan sungai macam dipasaran gt untuk daerah sorek (pelalawan Riau). soal saya emak2 yang jarang kepasar keluar rumah senang belanja lewat alfagift , bebas ongkir , kurirnya ramah2 , senang lah belanja di Alfamart 😀",5
"selalu gagal login, padahal sudah terdaftar. kirim email malah terjadi kesalahan mulu. ribet banget",2
alamat tdk akurat,1
"Sangat membantu sekali dalam belanja kebutuhan sehari hari. Barang sesuai dengan stok yang ada di toko. Jadi tidak php seperti pesaingnya, bisa diklik ternyata diinfo stok kosong. Pengiriman juga tepat sesuai schedule yang sudah ditentukan. No drama tukang parkir, belanja tinggal klik, barang diantar",5
"banyak mau, masa disuruh hapus Shizuku, happymod, sama apktool M.",1
sayangnya gk semua alfa ada delivery nya jadi kalau pengiriman pasti unit yang jauh,5
kurir baik dan ramah pengirimannya cepet pokoknya bagus dah,5
"belanja di sini sangat tidak amanah barang tidak di kirim uang tidak kembali , tidak ada tanggung jawab nya",1
update donk developer di android 15 tidak bisa dibuka aplikasi ini.,2
"sebenarnya udah baguss ini aplikasi.. sangat membantu irt macam saya yg kadang ga sempet keluar rumah,, pembayaran gampang, point bisa digunakan dg baik, sering banyak promo jugaa,, cuma kurang di pemantauan posisi kurir nya aja, jadi gatau udah nyampe mana kurirnya.. overall enakkk pake alfagift beserta fitur-fitur yg telah adaa, makasih alfa, semoga tetep konsisten & lebih improve lagi dg kritik dan saran...",5
"aplikasi praktis bisa belanja dari rumah,tpi disayangkan beberapa x pelayanan tidak memuaskan,pesan 3brng yg dtg cma 2 brng, kadang lama sx pengantaran barang, makanya aku kasih bintang 1 lokasi alfamart sangtombolang lolanan",1
"mulai dari barang kurang, barang salah sampai barang expired hari ini yang dikirim hari ini.",1
"pelayanan jutek, kurir g banget, nyuruh2 gaboleh pesen malem2, pdhl kan butuh nya malem kalo sekiranya ga mau ya gausah buka alfa gift, alfamart suci garut tandain noh , mau beli malah judes jutek kapok deh",1
Nice aplication,3
Pengirimannya lama. Masa update dalam prosea pengiriman jam 8 tapi sampe jam 12 lebih barang gak nyampe. Malah di aplikasinya di konfirmasi pesanan diterima padahal barang belum sampe.,1
